Phrase,Count
deliver results via innovation at a large scale,1
LLM evaluation,1
multilingual LLMs,1
cross-functional influencing,1
conducting state-of-the-art research.,1
LLMs as foundation of agents,1
tactical focus,1
program management,1
performance management,1
patent,1
research collaboration,1
continuous feedback,1
ML engineering languages,1
Matlab similar,1
build an ML system,1
assumptions made about data by model,1
collaboration effectively with other researchers,1
AI insights development,1
Commitment to promoting safe,1
machine learning related technical,1
agentic development,1
transformers,1
frameworks like Pytorch,1
Jax Tensorflow,1
interpret research literature,1
mechanistic interpretability methods.,1
turn new ideas into prototypes,1
BS Econometrics,1
generative AI language model architecture,1
BS Electrical Computer Engineering,1
AI strategy,1
collaboration .,1
present findings,1
and,1
MS Econometrics,1
at least 1 year of with natural language processing,1
MS ElectricalComputer Engineering,1
subject matter BS practices,1
a related STEM,1
Currently enrolled in a PhD program in Computer Science,1
release process management,1
decision-making facilitation,1
vendor contract negotiations,1
proficient interpersonal .,1
GPU acceleration,1
heterogeneous computation,1
system software,1
real-time data streaming.,1
PHD MS computer science,1
Bayesian modelling,1
setup of testbed to analyze,1
evaluation.,1
equivalent years of relevant professional,1
hardware acceleration,1
numerical precision problems,1
machine learning caveats,1
scalable software writing,1
open-source development,1
art,1
making complex technology accessible to engineers,1
artists.,1
MXNet,1
R for machine learning tasks.,1
Container-based orchestration,1
run-time environments,1
Docker.,1
externally,1
Earns trust in relationships both internally,1
Effective communication capable of conveying complex AI concepts to diverse audiences,1
R Javabig data technologies,1
Kubernetes.,1
generative breakthroughs with transformers,1
possibly programming languages,1
Mitigate,1
training various deep learning algorithms from scratch,1
stay abreast of the latest findings in the new technologies,1
modular architectures,1
IPC,1
publish-subscribe,1
for ethics,1
the idea that technology can be a force for social,1
Leading multi-disciplinary teams driving business results,1
predicate logic,1
with bringing data science solutions from problem identification to production,1
AI systems’ energy consumption,1
complex problems,1
sequence solutions to challenging,1
Extended Backus-Naur Form,1
creatively prioritize stage,1
EBNF,1
notation for language grammars,1
Lisp languages.,1
Machine learning engineering,1
containerization capabilities,1
CD pipelines for AI systems,1
DevOps practices,1
proactive sharing of learnings.,1
training LLMs,1
reward models,1
articulate technical concepts to both technical,1
synthetic data generation,1
evaluating LLMS,1
legal tech,1
legal use case models,1
agentic AI.,1
represent work to partners,1
Architecting AI project lifecycle,1
work in rapidly changing ecosystem,1
implementing AI governance frameworks,1
influence without authority,1
proficient program management,1
ensuring compliance with regulatory requirements,1
conducting risk assessments.,1
identify potential bias in product development,1
bias dimensions considerations in applications,1
communicating AI concepts to audiences with diverse technical backgrounds,1
non-technical audiencesresponsible AI,1
Modeling,1
Experimentation,1
documentation of AI development processes,1
cloud services,1
leading cross-organizational teamsglobal regulations in privacy,1
collaboration with other professionals,1
balance diverse perspectives,1
incorporate,1
structure into an extremely dynamic environment,1
drive process,1
influence change,1
communicate recommendations,1
creative thinking,1
analyze complex problems,1
Effective written,1
automation.,1
product teams to create tools,1
Working with engineering,1
Causal inference,1
Works well under pressure,1
Quantitative analysis,1
making web APIs,1
collaborate with others,1
learn,1
deep desire to teach,1
unbounded creativity,1
evaluating interactive systems,1
insatiably curious,1
collaboration in a cross-functional setting,1
mathematical in linear algebra,1
analytical approach,1
data at scale,1
in accessing,1
problem solving .,1
no-SQL databases,1
AI framework like Pytorch,1
Python to operate models,1
Caffe,1
cloud,1
Prior in LLM Safety is a big plus,1
ensuring safety,1
crafting,1
sharing stories with customers partners,1
SAP colleagues,1
receive feedback,1
JavaML libraries like TensorFlow,1
CoreFlow,1
Sklearn,1
insight generation,1
recommendations,1
massive data sets modeling,1
frameworks like Pytorch Jax,1
Commitment to promoting safe AI deployments,1
practical,1
cloud technology stack,1
crafting evaluations for LLL technologies,1
adapting algorithms for machine learning,1
LLM fine-tuning with Pytorch,1
cross-functional team operation,1
willingness to give feedback.,1
speech,1
multimodal sensing,1
addressing potential risks,1
potential failure modes,1
governance policies,1
detail oriented,1
related industry,1
Python fluency,1
advanced degreefinancial services,1
context switch,1
Scrum methodologies,1
coordination between multiple teams,1
work systematically,1
process driven,1
well organized,1
high performance compute,1
compartmentalization of different projects,1
development lifecyclecloud platforms,1
proven integrating AI models into production environments,1
Software Engineering related,1
ethical AI practices.,1
facilitation of change,1
calling web APIs,1
technical implementation,1
compliance practices,1
analytics platforms,1
unstructured data in cloud environment,1
Machine learning engineering with NLP applications,1
Multimodal machine learning,1
dataset curation,1
potential biases,1
coverage of target data distribution,1
definition,1
challenges associated to ML datasets,1
task evaluation,1
ML fundamentalstraining machine learning models,1
professional development.,1
results with integrity.,1
going deep,1
Love of thinking big,1
large scale challenges in ML grounded in physical systems,1
desire to publish at high-impact conferences,1
making decisions,1
developing recommendations,1
synthesizing diverse information,1
AI security expertise,1
problem-solving abilities.,1
ML Explainability methods,1
fostering ethical AI practices.,1
anomalies,1
version control systems for tracking changes in ML models,1
associated code.,1
Literature review of existing AI,1
build power semiconductor module prototypes with embedded computational power,1
implementation of AI,1
ML algorithms in an embedded system,1
industry events,1
facilitating change,1
Stakeholder Management,1
validate benefits of AI,1
making presentations,1
BS Electrical,1
MS PHD Engineering,1
MS PHD electrical engineering,1
regulatory advisory project management resource management in a matrix organization academic writing published papers white papers thought leadership,1
data science machine learning business analytics policy standards,1
implementing operating models governance structures,1
technical content development,1
workshops creation,1
logging solutions for tracking model performance system health,1
data querying languages,1
expertise on the EU AI Act,1
developing end-to-end scalable ML infrastructures using on-premise,1
in creating,1
optimizing CI,1
CD pipelines for machine learning models,1
monitoring bias.,1
tool creation for detecting mitigating,1
framework development,1
mitigation techniques in machine learning models,1
implementation of scalable algorithms,1
scalability of algorithms,1
research in responsible AI,1
automating testing,1
Generative AI space expertise.,1
deployment processesdeveloping AI pipelines for data ingestion preprocessing search,1
retrieval,1
Competence in setting up monitoring,1
Consulting designing,1
Generative AI Data Ethics,1
turning new ideas into prototypes.,1
career growth.,1
safety in real-world deployments,1
advances in AI interpretability,1
methodologies coupled with a cloud platforms,1
rigorous evaluation,1
robustness of AI systems,1
innovation surrounding foundational models,1
Rigorous evaluation,1
for AI,1
LLM deployment,1
MS PHD computer science,1
8-bit AI compute,1
scaling.,1
Programming programming languages,1
data visualization software.,1
crafting evaluations related to LLM technologies,1
involvement in bespoke LLM fine-tuning projects using PyTorch,1
commitment to promoting safe,1
Biosecurity,1
Data Platforms,1
data modalities,1
structured data,1
social .,1
chemical engineering,1
Data & AI regulations,1
material sciences,1
programming for AI,1
Capable of conveying complex AI concepts to diverse audiences,1
proven with Azure cloud platform,1
relational dataBS systems,1
unsupervised learning.,1
Programming Python,1
Specific technology domain in of the following areas,1
with Pyspark,1
data visualization software,1
Java C++big data technologies,1
publication record in top-tier conferences,1
original research agendas development,1
tools development,1
Machine Learning platforms,1
Understanding,1
interpreting research literature,1
advanced statistical methods,1
0-1 product creation from ground up,1
infrastructure as code,1
Cloud deployment,1
create clarity in dynamic environments,1
focus driving,1
tracking key performance indicators,1
ensure successful values-based communication campaigns,1
lead cultural shifts within an organization to drive implementation of AI principles,1
willingness to delve into technology intricacies,1
organizational culture,1
with operationalizing AI principles,1
BS salary,1
bias to guide teams effectivelychange management,1
benefits,1
model explainability robustness,1
understand key technical concepts,1
preventative strategy development,1
post-incident reviews,1
handling AI-related operational incidents,1
technical acumen,1
plus,1
research-driven ML solutions building,1
technologies evaluation,1
instrumentation,1
pipelines,1
parallel data processing environments,1
Dask,1
data acquisition operations,1
DevOps.,1
data collection protocols,1
continuous learning in AI,1
situational awareness,1
Cloud watch on AWS,1
product vision definition,1
detailing product requirements,1
overseeing product development,1
launch,1
monitoring functions,1
customer pain-points understanding,1
strategic opportunities identification,1
frameworks to ensure they are embedded across the full AI lifecycle,1
Subject matter AI,1
TensorFlow framework,1
LLM agents,1
Privacy regulations,1
AI ethics principles,1
governance role,1
7+ years within a risk,1
BS required,1
Spark big data technologies.,1
PyTorch AI frameworks,1
travel adaptability.,1
time prioritization,1
legal to integrate AI governance frameworks effectively,1
planning algorithms,1
creativity in addressing novel challenges related to data,1
Cloud services,1
Data processing.,1
DataBS management,1
